text,label
@user diese Staffel war mit der ersten die genialste *.*,2
"Echt krass, mir kommt deine geschichte sehr bekannt vor. Also wie du so dick geworden bist. (@user http",0
@user @user @user GENAU! Ich weiß ALLES! Fragt mich was ihr wollt! HUA! LOL!,1
So sieht der perfekte Social-Media-Beitrag aus - Meedia http #SocialMedia,2
@user Unzuverlässigkeit.,0
"Fitness: Das richtige Verhalten an Badeseen, Freibad und Co.: ""Pack die Badehose ein, nimm dein kleines S... http #SWR",1
@user @user @user @user war davor! ;-) müsse ma aber nochmal machen! Ohne Bundesgebolze sondern richtig #Betze ;-),2
"@user DANN VERSCHLIEß HALT DIE AUGEN VOR DER WAHRHEIT, PFF :D",0
"Und ausgekotzt: http [Wer's lesen will, muss mich jetzt wohl bei LJ adden. ;D]",1
@user @user und machst dir dabei die Schuhe kaputt. Jaja.,2
"sam,ich weine leise",0
ixj schicke euch auch deepe whatsappnacjrixhten deep aus meinem darm,1
@user ... und dazu vielleicht ein Gläschen Wein a la Schlangos aus Asien? Experimentalküche 2.0! http …,2
haaaalt schlampe du kannst kein deutsch süße :* :* @user,0
Mit Fahrschule Karlsruhe sicher zum eigene Fühhrerschein http,1
@user vogue&lt;333 schenk mir alle hahaa hab gar keine,2
Irgendwie war dieses #MeinBezirk-Dingens letzte Woche interessanter.,0
"RT @user: Nicht vergessen, morgen meldet sich SpiW aus #duisburg2013 von der Kanu WM. Schaltet ab 16:50 Uhr ein. Mit dabei Max Hof…",1
"""@user: @user @user @user @user #ff-Mittagsgrüße aus Berlin :)"" danke dir auch liebe Grüße:-)",2
"Fast schade, dass heute Fußball ist, sonst würde ich gleich einen #himym Marathon starten… http",0
"Nike Air Delta Force High White *kaum getragen*: Erlangen | Verkaufe coole Nike Air Delta Force High in weiß, ... http",1
"@user hoffen viele, aber oft eben auch unterschiedliche Hoffnungen. Da liegt das Problem... ;-)",2
Und ich beleidige mich gerne selber c:,0
Letzter Einkauf für die Heimfahrt (@ EDEKA Jens) http,1
@user haste wohl ne gute ausstrahlung :'D,2
Gebrauchte würde ich auch nicht haben wollen. http,0
Understanding The Avon Company: A Complete Avon Review http,1
"@user Ja, war schön :). // @user",2
@user Überwachungsstaat!,0
@user @user hier: Balkontür offen.,1
Gleich geht's loooos! Da mir keiner gute reise wünscht -gute Reise Liza 😊,2
@user Scheiß Elite und ihre Geheimagentenfeatures!,0
Eres el Schweinsteiger de mi Mannschaft.,1
@user haha brauch keiner,2
Funktioniert bei noch wem #WhatsApp nicht? :(,0
BGH: Unverlangt versandte Empfehlungs-E-Mails gleichen unverlangt versandten Werbe-E-Mails http,1
"""Ich kann Gedanken lesen ;)"" .. Omg, hoffentlich nicht, obwohl meine Gedanken eh nur bei dir sind &lt;3",2
"@user das geht so nicht. Die Nachrichtensender können doch auch nicht sagen ""ach nö, keine Wettervorhersagen mehr"". Mach schön weiter!",0
[N-TV] Repressionen gegen Bürgerrechtler: China nimmt bekannte Aktivisten fest http,1
the word scheiße makes shit sounds better.,2
@user @user. dat sind so viele unbekannte ich weineeee ~,0
RT @user: Polizisten werden zunehmend mit Laser attackiert. Nun fordert ihr Verband einen Waffenschein für starke Laser. http,1
Eine schöne Runde was das gestern in Aukrug! Hier ein Eindruck! Weitere Bilder seht ihr hier: http http,2
@user werd aber nicht mehr fit,0
Hussein Fatal &amp; Young Noble - Killuminati 2k13 (Outlaw Nation Volume 3)... http,1
RT @user: a #sneakpeak of my latest #drawing Watching Over you - eine kleine Vorschau meiner neusten Zeichnung :) HAPPY MONDAY! http,2
RT @user: @user I'm an idiot.,0
"Kunden kaufen hochwertige Digitalkameras: Smartphones verdrängen Kompaktkameras: Der Umsatz von einfachen, bil... http",1
Isst du gerne scharf oder lieber nicht scharf? — meine mutter kocht immer scharfes essen darum liebe ich etwas s... http,2
"RT @user: Entrüstung über Merkel-Abhöraktion. Berechtigt? Ja, natürlich! Ja!! Aber Front im Cyberwar verläuft längst woanders http",0
"""früher war alles besser"" darauf wirds wohl hinauslaufen",1
"Und.. Wieder da. War ur cool. Reisen is ur cool, wenn da nicht andere Reisende wären :-)",2
"@user du hast immer schmerzen, schatz.",0
*** BILDplus Inhalt *** Kevin-Prince Boateng - »Diese Bayern sind gru http #Bayern #BILDplus #Boateng #DIESE #gruselig,1
"Jammmmmiiii ;-) Heute gleich ne Box vom Eis Greissler geholt ... Boa, so verdammt lecker das Eis ... Ich Liebe es... http",2
"RT @user: @user Tja, der IRAN weiß sehr gut, dass sie das EIGENTLICHE Ziel sind...",0
"Aus Sorge um die Quote: ""@user: #ARD-Programmdirektor verhindert ""#Brennpunkt"" zur Späh-Affäre http #nsa #Merkel""",1
Beziehungsstatus: DIESE EINE LIEBE WIRD NIE ZU ENDE GEHEN,2
"RT @user: Liebe Fr.Will, was laden Sie bloß wieder ein? Wenn's nach Herrn#Hüther ginge, würd's hier noch flächendeckend Sklavenarbe…",0
Marketing-Flop Facebook? Forrester-Analyst Nate Elliott übt scharfe Kritik an der Plattform: http,1
@user Das schwierigste daran dürfte eine freie Bahn sein. :-),2
@user Das ist voll lang her und nicht mal ernst! :c,0
Katze wirkt nicht begeistert #me #cat #newhair #purple #lipstick #photooftheday #instadaily http,1
"Ein Eis aus dem Gefrierschrank holen und dann erst noch ne halbe Stunde rumrödeln. Gut, Ela, sehr gut…",2
"RT @user: Dem Deutschen kann man viel nehmen: Freiheit, Privatsphäre, Chancengleichheit… aber wehe jemand nimmt ihm seine Wurst!",0
@user Sieht doch sehr danach aus! Welcome back.,1
"@user Zum Geburtstag, Kun! Lange alt immer schön ☺",2
@user ftv'a kok sedih gn sich :'(,0
IMMOFINANZ Trade: 'An uns scheitert Erholung in CEE jedenfalls nicht' http,1
hätte Lust an WE nach Rom zu fahren.er fährt mit?: #PopeFrancis--join us as we pray and fast for peace (full text) http,2
Hersey guzel giderken aniden mahvetme gibi bir ozellige sahibim :(,0
"Suizid, haben Depressive hier die Wahl? Buchtipp als kostenloser Download. http",1
RT @user: #csd #hamburg könnt ihr bitte #vine videos machen vom umzug machen und an @user oder @user schicken? vielen dank! werde a…,2
Because I'm a bot; I'm a bot.Nicht gelöst; Halluzinationen und von Panikattacken hab brauch ichs nicht vor dem dritten Glas Riesling.,0
#jobs Die Redaktion «#Der #Bund» sucht eine/n #Praktikant/-in http,1
Sweet Jesus - Diese Abendessen war göttlich.,2
RT @user: #Merkels Wahlkampf ist eine Farce. Kuscheln mit Mutti. Inhalte Fehlanzeige. Die Bürger wählen mit der #CDU die Katze im S…,0
RT @user: Denk ich an Deutschland: Das Unbehagen in der Demokratie http,1
Endlich macht der Wahlkampf wieder Spaß! #fdp- #cdu+ #allervollstesvertrauen #psycho @user,2
God fucking dammit was tu ich noch hier? Ich wollte vor ner ewigkeit schlafen ;~; Morgen 7:05 unterricht. Würg.,0
Was Dream Theater zum neuen Album sagen erfährt ihr übrigens hier http,1
"OMA HAR MIR GERADE EINEN ""THE LONDONER -KITZBÜHEL"" PULLI GESCHENKT. Ihr könnt alle neidisch sein!!!! 😍😍😍",2
Scheißer....ehhm beschissener,0
Jamie und Freundin - jetzt sehen: Jamie hat sich von ihrer Freundin fesseln lassen. Und die nutzt das natürlich... http,1
"Finde Kyle aus Wrong Turn 4 immer noch schön as hell, er soll mich heiraten.",2
Na klar. Verschieben auf Mo weil die Fr nix arbeiten. Pfffff,0
"RT @user: ""Sag mal was erotisches."" ""Nachtigall, ick hör dir strapsen."" Wenn Berliner Dirty Talk üben.",1
SIEG!!!!!!!! Chemie gewinnt 2-0 gegen Osnabrück :-D #liga3,2
@user das is klar..Polster zu holen kann aber nicht überlegt gewesen sein.nur PR denn andere Kandidaten wären besser gew @user,0
#8: Once Upon a Time - Es war einmal... - Die komplette erste Staffel [6 DVDs] http Best DVD/BluRay,1
"""Homophobie? Wegknutschen!"" genial @user http",2
Warum Gott warum passiert sowas mir ja warum muss ich wieder Operiert werden :( :( :(  zum 3ten mal :( :( :(,0
Eine kurze Reise durch die Pracht der katholischen Kirche http #Cicero,1
wusste gar net was asos is kannte ja nur aso .......... haben aber ganz coole klamotten und net sooo teuer #notfashionhero,2
"@user Dann kann die Konsequenz nur sein, daß Wahlen und Demokratie nicht realistisch sind.",0
RT @user: Wozu das Gejammer? Gegen Cyber-Mobbing hilft: 1. Account schützen 2. blocken 3. Support kontaktieren 4. Anzeige erstatten 5.…,1
@user virtuelle Blitzumarmung rüberschick,2
@user Apfelbäume sind scheisse! Absolute looser http,0
"Neuer Eintrag: Kampf Klub (""Fight Club"") http",1
Mitreißend. http,2
Hab grad echt Bock iwo allein zu sein ._. Aber mein Zimmer is ja verbucht und in dem von meinem Bro halt ich mich nicht länger als nötig auf,0
@user Bahngleise werden erneuert.,1
RT @user: @user sehr schick du Gangster ;),2
"@user Thx4 rosa Empfehlung, sehe rot, beim Anblick meines gecrashten PCs. Rien ne va pLUS:quäle mich mit störrischem Notebook :(",0
Noch 2 Stunden Köln... jemand Tipps für mich? (Es regnet..!) #köln #langeweile #dom #starbucks,1
Wir gratulieren Michael Feichtenschlager und dem Faustball Austria Team zum hervorragenden dritten Platz bei den... http,2
RT @user: Selbst DJ Bobo hätte mehr aus dem neuen Eminem Track geholt #Trauer,0
"Interessant dabei: Eine konkrete Person meint Cyrus offenbar nicht. Vielmehr scheint sie davon auszugehen, dass... http",1
"Willkommen auf der-wasserretter.de :). Ok, Domain wurde nicht freigeschaltet. Aber bald :)",2
Fühlt sich heute morgen sehr klein in einer großen Welt,0
Firefox 23 führt Sharing-Button ein und stopft 13 Sicherheitslöcher - http #it-business #it #onlinemarketing @user,1
@user uh uh. Schick. Türkischer hennaabend?,2
RT @user: Furchterregendes Interview mit #CDC-Vizepräsidenten zur fehlenden Zukunft wirksamer #Antibiotika. #Gesundheit... http,0
RT @user: Frankfurter #Polizei entwickelt sich immer mehr zu einem demokratisch nicht kontrollierbaren Apparat... http,1
Huhu Meine lieben twitter freunde *knuff*,2
R.I.P #Lee #Thompson #Young fallen solider #too #young,0
Plan B ändert seinen Namen in Bartek &amp; kündigt neue EP “Apfelschnitzschneider” an http,1
@user Wär total toll wenn's was wird *knuff* ö.ö,2
RT @user: Meine Kollegen wollen unbedingt Radio Top40 hören. Anders ausgedrückt: Meine Kollegen wollen unbedingt sterben.,0
Photo: weissesrauschen: unbenannt by electricgecko on Flickr. http,1
Morgen lieve nichtje hier :),2
"Genau. Wo kommen wir denn hin, wenn hier Journalisten ihre Arbeit machen! http #rausausbayern",0
@user aso na dann. Welche hast jetzt?,1
"RT @user: @user Hehe, das kenn ich nur zu gut! Ich weiß selbst oft kaum, wie ich morgens zur Arbeit gekommen bin! xD",2
@user wut? I don't understand 😔😔,0
RT @user: CDU erhält erneut Großspende aus #BMW-Umfeld / Audi stoppte Spendenpraxis schon vor Jahren http,1
"@user Guten Morgen :) ""Sinnvolle Fehler"" .... schöne Kombi.",2
@user #cool #hipster #hipstershit #hashtag #lol #rofl #roflkopter #absatz #HASHTAGSCHEIßBESCHEUERTEHIPSTERIDIOTENAAAAAAAAAAAH #rage #swag,0
"Unsere Partnerorganisation ADES aus der Schweiz hat die Chance, 10.000 Franken für ihr Solarkocherprojekt in... http",1
"RT @user: Schöner Beitrag aus @user aspekte zu Ian McEwans ""Honig"". http",2
"@user @user ja, das tut wirklich weh",0
Neuer Weblogeintrag: Fast alle sind nackt. http #animexx #weblog,1
Dire teile können über 20 jahre alt werden xd **,2
Bring ich meinen Schlafrythmus halt voll durcheinander /D,0
"DVD ""Fallen Angels - Jeder braucht einen Engel"" Drama (NEU&amp;OVP): EUR 1,29 (0 Gebote)Enddatum: Samstag Sep-07-2... http",1
@user bin fast immer ruhig während den Spielen. 😉,2
"Wenn ichs nicht schon wäre, ich würde irre werden O_O o_O &gt;_&lt;",0
Energiemanagement senkt Kosten der zweiten Miete http,1
@user Ich danke! ;),2
"wenn jemensch trollt, dann troll ich zurück! und dann brauchst mir keine freund_innenschaftsanfrage schicken verdammt! #nerv #trollen",0
#dagenshockey Ziga Pance verstärkt HCB-Offensive: Der HCB Südtirol hat seine Offensive mit Ziga Pance... http #hockey,1
#Sehr #Gut :) RT @user: Leverkusen gewinnt Derby gegen Gladbach. #nrw http,2
#verletzt ;Ich habs verdient.,0
#DB #Bahn Schienenersatzverkehr 2013 Mühldorf- München: Aktuelle Änderungen http #Bauarbeiten-Sanierung-stattAusbau,1
"Träume nicht dein Leben, sondern lebe deinen Traum. Denn Träume setzen Ziele und Ziele kannst du erreichen. :)",2
EW lernen! kein bock mehr.:/,0
"neuester #-Move, Mehrere Sportarten 1Std., niedrig. http",1
RT @user: Extrem viele Braunschweiger hier. :-) Gutes Spiel @user - live @user! #sweger http,2
@user omg omg omg so Leute .. mir fehlen die Worte. Nein einfach nein.,0
@user Danke! Dir auch! Meins besteht aus zwei Tagdiensten.,1
@user Eisenhower!!,2
"@user ICH NICHT! DENK DOCH MAL NAAAAAAACHHHHH, ok, is früh am Morgen, alles gut...*Augenroll* Das übernimmt Mutter Natur.......",0
"00:56 CEST: Temp.: 7.6°C, Wind: S, 0 km/h (Mittel), 0 km/h (Spitze), Feuchte: 98%, Regen (stdl.): 0.0 mm, Druck: 1020 hPa, steady",1
Ein Glück wurde #mielitz angeschossen. Oh oh oh #werder. Gegen wen wollt ihr in der Bundesliga eigentlich noch punkten?,2
RT @user: #Syrien W. Dietrich beschreibt den worst case 'Unsere Generation wird keinen Frieden mehr sehen': http v…,0
Empfohlene Hilfe Bei Schulden Auktionen http,1
Per Mail ne Stadtrundfahrt durch Oberhausen angeboten bekommen. Mit Führung. :-)) #dingediemannichtbraucht,2
RT @user: @user @user Peinliches Ergebnis!,0
@user keith,1
@user Sieht gut aus :),2
"@user Sechs Tage? Hässlich! Mal Twittern @user Hoffentlich schaut dann ihr Social Media Manager, dass Koffer gefunden werden!!!",0
Street Photography #296 – Zwei Einsame http,1
@user der Schiedsrichter pfeift die Partie ab SG Westerdöfft gewinnt gegen BSC mit 2:1 und feiert,2
"@user ja, ne? Ich wollte so ein weihnachtsrot, nicht so Pink. Bleibt alternativ Vllt nur der Lost in glitter ... Hmm",0
"@user ja, aber nur zu kurz.",1
@user @user loool kein ding mensch;D hahahah ich kanns halt erst nächste woche schicken^^,2
"#wiegehts bewegender einspieler, aber #wiebitte sollen Kinder Sprache vernünftig lernen, wenn die Lehrerin schon nur gebrochen d. spricht?",0
Prinzessin Madeleine dankbar für Seitensprung vom Ex - OK! Magazin http,1
"RT @user: @user SIE werden dir noch gratulieren :) Eine dumme Frage , gratuliert ihr beide euch auch gegenseitig ? 😃",2
"New York Fashion Week. Genau vor meiner Haustür. Schade, dass mich Fashion ungefähr null interessiert. Call me Andrea. #NewYork",0
RT @user: Fakt ist: schöne Männer sollten sich ihren Bart NICHT abrasieren.,1
"@user ..., um dann direkt Stefan zu informieren :D",2
"Beziehungsstatus: Nicht das ich verzweifelt wäre, aber... http",0
Mit Erfolg zum Erfolg - Agentur Amateur http,1
@user war ne sehr krasse party mit euch #props #100mannaufderbühne #bergluft,2
"@user natürlich nicht -,-",0
Katie Price - Katie Price wünscht sich ein weiteres Baby,1
@user hehe..rina msti tgk cite heart strings kn??kn?? Hehe..bestt tauu ade oppa jung hwa..hehe,2
@user @user @user @user @user @user @user @user @user @user HAI SETENG :(,0
Gisele Bündchen Snags Another Big Campaign http,1
Hier auch noch das Donkey Kong Country: Tropical Freeze Boxart aus den USA. Auch recht schick. http,2
"38. Min schade, Kadirs schnell ausgeführter Freistoss streift vorbei",0
Umfrage unter Staatsfirmen: Chinas Industrie wächst schneller... http,1
@user Nope. Muss ich mir wohl noch holen. o.o Und danke fürs kümmern.:3,2
RT @user: #Schlefaz Hab gelesen Piranhas können zB im Freibad durch die Harnröhre schwimmen und dann Organe fressen. Stimmt das? Angst!…,0
"""Wer den Fleiß nicht ehrt..."" wird verwunschen.",1
"Wahnsinns Erfolgsgeschichte, Bundesliga gehört zu jedem guten Wochenende dazu, danke Sky!! #SkySL",2
"Vier Zeichensetzungsfehler in 140 Zeichen. Danke, @user, bin jetzt gut aufgewärmt fürs Redigieren im Frühdienst. #sponsoredtweets",0
"@user ... Hey, sei nicht sauer, und, das hab ich nie behauptet, aber die Rollen eines Jesper Nielsen und Dietmar Hopp sind eindeutig",1
"@user Extrem ehrlich, hoffentlich!;)",2
Schmerz lass nach! http #Gesundheit #Medizin,0
Sportwagen: Große Nachfrage nach Alfa Romeo 4C: Mit ihrem neuen Sportwagen wollen die Italiener eine kleine We... http,1
Not macht würkli erfinderisch,2
"Ne, der #Niebel will nicht authentisch sein. Wundert mich nur begrenzt. #UeberzeugtUns",0
RT @user: War wohl absehbar: Deutsche sehen “Big Data” zunehmend kritisch #bigdata http,1
"RT @user: Wie sich Menschen wundern, dass Under The Dome gut ist. Steven Spielberg verfilmt etwas, was Stephen King schrieb. HAL…",2
"Ok, streicht das Mist.",0
Ob @user wieder ganz vorne im Zug sitzt um die Rentner besser aus dem Zug zu schmeißen?,1
@user Bin heute aber zum Glück nicht in Obsthausen.,2
@user echt anstrengend sowas...,0
#ebay #fotografia Canon Powershot G15 G 15 Digitalkamera Ware für den deutschen Markt NEU http,1
@user :P :P :P Na immerhin. Apfel-Bobbes? Ich lass dir mal den Gedanken und bin froh das Ponys keine Orangen mögen.,2
:-( In Syrien muB eingegriffen werden :-(( G20 in Petersburg: Der blockierte Gipfel http via @user,0
NEWS: One Direction top young rich list. http,1
"Morning, schl bound ☀",2
"Ach ja.. Sixt. Wieder 45min gedauert, gebuchte Klasse nicht da, downgrade mit höherem Preis berechnen wollen, 4,5l zu wenig im Tank. Deppen.",0
@user @user You're not?,1
@user watch ur back janeht (-;,2
Suche einen neuen Körper für #Dale. Er ist alt. Sein Körper macht schlapp. Ich bitte eine leere Donutbox von Aldi. Wer tauscht?,0
Selbstmord: US-Schauspieler Lee Thompson Young ist tot - Kultur | STERN.DE Mobile http,1
Alle Beiträge und Berichte sowie das wöchentliche FM Media Magazin findet Ihr natürlich auch in unserer Mediathek ;) http,2
@user @user @user das sind scheiß public cunts die gg leute mit händen nicht mal 40 b b machen so siehts aus,0
"``Weil,Siehaetten``tragischBLAUstich? WieSmichDurchschauen,ueberFarbe. WarFehltrittBlauHautiger,Nachbar vonUnsDAmalsDieseLANGgewachsenen?",1
@user #HeidiKlumbittegrüßeOneDirectionvondeutschenDirectionern bitte das würde uns soviel bedeuten! &lt;3,2
"Hüfte is dick also angeschwollen dick ,auf der Wade ist ein großer blauer Fleck und mein Fuß schmerzt so doll ,dass ich kaum auftreten kann.",0
@user Guten Morgen aus Hamburg!,1
@user harry du wirst sternchen nachlässig gg,2
"toll, hab bauchweh &amp; das schon morgens.",0
"@user Gar nicht, du?",1
@user ach männer eh nicht...ich mach.mir zb immer 1000 gedanken um slip und bh und dann wirds eh schnell ausgezogen v kerl :),2
@user quatsch,0
22 Philips-TV mit Full-HD: Jena | Dieses kleine Schmuckstueck sucht nach 4 Jahren aeusserst guter Dienste eine... http,1
#hihi #göttlich #die #beiden 😜#versteckt #sich #der #kleine #Krümmel #unter #der #grossen ❤#Wautzi… http,2
@user Jaja... kein Kommentar dazu! &gt;&gt; Senpai muss wohl einen strengeren Tagesplan ausarbeiten! &gt;&gt;,0
@user natürlich...,1
"Weißer Nebel, wunderbar. #instagram http",2
"RT @user: uiui, das gibt bestimmt ne leichte Asymmetrie auf dem Wechselstrom Netz … http",0
Anbieterbefragung: tekom aktualisiert CMS-Studie #kw35 #cms http,1
"Ok, Verzeihung.",2
guten morgen...die medis geben bauchweh....will nicht mehr...,0
"RT @user: Hamburger Antifaschisten verhindern #NPD Kundgebung: Polizei baut ab, Faschos kommen offenbar nicht mehr! #nonpd #nonazis",1
"@user huh? Was soll man denn sonst sagen außer lecker? ""schmackhaft"" etwa? @user",2
"RT @user: Fragt mich einfach, ich erklär euch das mit den hassenden Feministinnen und den Männern.",0
"@user @user . Klar .. Die Front .. darf nur das Display ausmachen, keine mechhanische Knöpfe mehr dort. Aber Frontlautsprecher!!??",1
@user boah von denen kannst du bestimmt voll hartes Zeug lernen yo krass mann yo Satzzeichen sind unnötig yo,2
@user Ohhh schade der text kam mir so ähnlich vor :/,0
RT @user: Topbeitrag:SAP macht sein MES „Industrie 4.0“-fit http,1
@user Scheint so :) hier zwar immer genderentsprechende Aktionen drumrum (Playboy/Prosecco) aber Einlass kein Problem… echt abgefahren,2
@user luka wird mich dafür hauen,0
Sterne N8000 Smart Phone 5 Zoll kapazitive... http #android #Kapazitiv #smart #smartphone #Telefon #testbericht #wifi,1
Happy Birthday.....Bruce Dickinson! (55) Natürlich gibt's heute was von Iron Maiden in den Rock Classics zu... http,2
@user vollkommen irre eben.,0
fehlerhafte fehlermeldung #klassiker,1
"RT @user: @user aber nur, wenn du neben deinen 40 Jahren Arbeit nebenbei eine Kapitalgedeckte Altersvorsorge aufgebaut hast. Toi toi t…",2
Liebe. Ach scheiß drauf. Leben. Ach scheiß drauf. Lachen. Jez übertreibste aber.,0
"Sind die Patienten selber schuld? Josef Hecken, Vorsitzender des gemeinsamen Bundesausschusses, sieht eine... http",1
@user extrem hübsch!,2
RT @user: Alarmierende Studie: 68 Prozent aller Erstwähler können keinen Stift mehr bedienen ... http,0
GDV: Naturgefahrenreport 2013: Schäden bleiben versicherbar http,1
"@user ""Shadowland"", eine Artistik-Tanz-Schattentheater-Show. War sehr toll *____*",2
Rhein-Kreis Neuss: Tageswohnungseinbrecher erbeuteten Schmuck http,0
@user Man kann aber auch günstig mit der DB reisen. Z.B. mit einer BahnCard und/oder Sparpreisen: http /ki,1
gd'Monday @user @user @user @user @user @user @user @user,2
@user @user musst schon nen Link rein tun. Ich such den jetzt nicht raus.,0
"""Mit einem Song gegen George Bush konnte man nicht viel falsch machen.""",1
@user Ach herjeee....Du hättest bei mir vorbei schaun sollen...ich habe noch viel zu viel vom Mädelstag übrig ;),2
"Fragwürdiger Kulturwandel › Finanzkrise, Investmentbanking, Moral, Neutralisierungstechniken, Selbstwahrnehmung, http",0
Imitate Devon — hi im devon http,1
@user Felipe du Schlitzohr .. Führe sie in die 2 Liga .. #freeshinji !!!!,2
...und trifft nicht..-.-,0
"Bogner Brillenetui Etui original NEU unbenutzt für Brille Brillentasche Futeral: EUR 2,70 (3 Gebote)Enddatum: ... http",1
Unterwegs :) auf Bahn warten http,2
"Ein, Zwei, Drei, Vier... Bin endlich weg von Dir, Fünf, Sechs, Sieben, Acht, Du hast jetzt keine Macht mehr über mich...Verpiss Dich!!!!",0
#TeamFollowBack #SiguemeYTeSigo Syrien-Konflikt im Live-Ticker – USA: Keine sicheren Beweise für einen Giftgas-... http,1
"@user hehehhe, greit vennen 😏",2
@user oh mist :( das ging aber schnell...,0
Wat. Hatte seit dem 12. Juli kein Limit mehr?,1
"RT @user: Ich hab gehofft, gelitten, geweint, bin durch die Hölle gegangen und jetzt hab ich dich endlich.",2
@user Scheint im neuen Google Maps nicht mehr zu gehen. :’( //@user,0
#ICE724 NürnbergHbf 35m http | #ICE529 AschaffenburgHbf 5m http,1
"Morgen schlafe ich bei Mona. [Hier bitte auch die Vorfreude einfuegen] bitte, danke. :3 @user #Bromance",2
.@user Danke. *verzweifeltguck* #Bahn #Unwetter #Ausfall #HöhereGewalt #Sturm,0
#download &amp; #watch Der Mann auf dem Kometen (1925) http #movie,1
Vorbildlich: Costa Rica will seine Zoos bis 2014 aus Tierschutzgründen schließen http #tierschutz,2
Aber dieses Jahr möchte ich in einem großen Wald Pilze sammeln. Immer kommt was dazwischen.,0
Ich habe ein @user-Video positiv bewertet: http Landon Austin - READY FOR ANYTHING (Original Song) - Official,1
"...aber nichtsdestotrotz wären 700 follower schon ganz nett. ;P | ...but, nevertheless, 700 follower would be nice. ;P #LastTweet",2
"RT @user: Bitte, bitte, bitte nie mehr Schauspieler einladen! #hartaberfair",0
@user Ja. Aber morgen. Ich muss schlafen. Jetzt. Sofort.,1
RT @user: http ..-dieser Artikel macht mir Hoffnung. Unerklärliches #CDU-Wahlkampfblätter-Sterben in #Stuttgart …,2
"@user Tja...Aber keiner der Herren #Döring, #Brüderle oder #Rösler kommen mal auf die Idee, mal den #Genscher um Rat zu fragen...#FDP",0
Murat Didin: „Wir werden unsere Rechte einfordern.“ http,1
@user @user lvor nds wa? hab da ne weile nich aufgepasst^^,2
"@user ich mag kein Knoppas -,- @user",0
Manchester United – Norwich Live Stream online ansehen 29.10.2013 Football League Cup: Das… http,1
@user Wär echt ne geile Überschrift:DD,2
@user @user @user Nein warum öffentlich geschriebenes bleibt öffentlich kein Schutz für Täter!,0
@user kneten drücken reiben mit lau warmen Baby Öl,1
"@user thank god, hätte nie schlafen können",2
Berdenggung☹,0
#Annonces Gratis für alle Angebote http #Suisse #Switzerland,1
Anak gaul sutos (?) :p tausend dank für die schönes Tag! Awas loh ga ke jakarta {} @user @user http,2
Ich hasse Kaugummi was nur die ersten 2 Min. gut schmeckt und dann nach gar nichts mehr schmeckt 😠,0
"Kaltenborn: ""Wir geben die Saison sicherlich nicht auf"" #F1 http",1
Mehlwurm gegessen. Schmeckt gut!,2
Dumm gelaufen: #NPD-Jugend unterstützt indirekt Anti-Rechts-Initiativen http,0
Koalitionspoker mit CDU/CSU: Nahles macht Druck beim Mindestlohn http via @user,1
Schon lange nicht mehr so intensiv geträumt und so lange geschlafen 😳,2
@user Tc ballert noch wahllos iwelche Leute ab und Phil applaudiert ihm. Og: Das wars dann auch schon wieder mit GTA V. *Abmoderation,0
@user regelkonform geworfen zaehlt nur wenn auf bebaute flaeche gezielt (kein krater ?) cc @user @user,1
@user oje ??????? sieht doch cool aus,2
Zuviel Misstrauen in dieser Welt.,0
"RT @user: 50 Anwälte ziehn durch Regensburg. 113 seiten Lügen, Solidarität mit Gustav Mollath!!!",1
Tolle Dialoge ... #schwiegertochtergesucht #sg,2
"""Arschloch."" ""Vorhanden.""",0
Neu: Neuss: Böller erschrecken Anwohner http,1
@user wäre auf jeden Fall mal was neues :),2
@user @user Die hätten sicher wenig Freude an mir. Dafür bin ich einfach zu schlecht.,0
"ANRUF ERWÜNSCHT: BE City! Neu Sexy, Versaut hemmungslos: BE City! Neu Sexy, Versaut hemmungslos Brandneu YENIS IN... http",1
"Flinke Kerle, diese Bahningenieure: erfahre gerade, dass wir in Dortmund gleich 'ne neue Lok bekommen, weil der... http",2
merkwürdiges deutsch auf dem weg zur buchmesse http,0
#FCBayern Frankfurts Jung fällt gegen Bayern wohl aus: Frankfurt - Eintracht Frankfurt muss im Heimspiel gegen... http,1
Er schluckt also gerne. 😏 http,2
@user Da komm ich persönlich bei dir vorbei und schleuder dir ein Schnitzel ins Gesicht!,0
Fortschritte in Verhandlungen zwischen Apple und China Mobile: China Mobile ist das größte Mobilfunkunte... http #news,1
@user @user ganz deiner Meinung ⚽💙,2
"@user Hallo, können Nichtmitglieder von facebook leider nicht sehen! Anders verlinken?",0
RT @user: Südtiroler Landtagswahlen #ltw13: Macht Heimat Angst? http @user @user @user #st1…,1
Gute nacht liebe TL mir fallen schon die Augen zu:)) http,2
"@user wo denn? Meine letzten Besuche in Köln (vor etwa einem Jahr) waren eher enttäuschend (überfüllt, laut).",0
RT @user: Spionageprogramm #Tempora: Telekom-Unternehmen droht Klage http #Überwachung #Datenschutz #Privatsphäre #y…,1
Omfg die sexy hipsterfrau aus meiner klasse cosplayt omfg ich liebe meine klasse,2
Die Onion Rings von Nicole waren leider kalt... (@ Burger King w/ @user) http,0
"SAT.1 Gold: Davis Cup feiert Comeback bei ""ran"": Deutschland gegen Brasilien ab Freitag live bei.. http",1
@user Aus Schnakensicht stimmt dies sicherlich :).,2
Zum ersten Mal mich selbst erfolgreich ausgesperrt - check.,0
@user Himmlische Träume!,1
